filename,link,file_id,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
19246.jpg,http://assets.myntassets.com/v1/images/style/properties/5eb9b5110a335315f2a6723e9619fb50_images.jpg,19246,19246,Men,Apparel,Outerwear,Jackets,Blue,Fall,2011.0,Casual,Puma Men Foundation Padded Blue Jacket
18509.jpg,http://assets.myntassets.com/v1/images/style/properties/066a118a682316a791ebe7d8fc4187a7_images.jpg,18509,18509,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,C Vox Men Bubble 1344 Black Jacket
24135.jpg,http://assets.myntassets.com/v1/images/style/properties/8382d1b372d76c0c4b87a354f5345552_images.jpg,24135,24135,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,ADIDAS Men Black Jacket
59130.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Black-Jacket_79487896308207cc7de2f8f6688079c6_images.jpg,59130,59130,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Jacket
20791.jpg,http://assets.myntassets.com/v1/images/style/properties/685eabafbbe374e2ac480d1ca8fd57f0_images.jpg,20791,20791,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Basics Men Black Blazer Jacket
53435.jpg,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Black-Jacket_da0bcd83075304d39c332b66474ec5ec_images.jpg,53435,53435,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Sports,ADIDAS Men Black Jacket
15012.jpg,http://assets.myntassets.com/v1/images/style/properties/506a13a5fd9b19446ebf1228b8406666_images.jpg,15012,15012,Men,Apparel,Outerwear,Jackets,Blue,Fall,2011.0,Sports,ADIDAS Men Solid Blue Jackets
25025.jpg,http://assets.myntassets.com/v1/images/style/properties/6b836c4290d02a6a82869ca2cc659c7d_images.jpg,25025,25025,Women,Apparel,Outerwear,Jackets,Purple,Fall,2011.0,Sports,Nike Women Vapor Purple Jacket
6785.jpg,http://assets.myntassets.com/v1/images/style/properties/2ebba5e56d26500bac59ba04c17d16fa_images.jpg,6785,6785,Men,Apparel,Outerwear,Jackets,Red,Summer,2011.0,Casual,Timberland Men Falmouth Cycling Jac Red Jacket
57066.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Pink-Jacket_4dd700842b9ceae5837058af589a857f_images.jpg,57066,57066,Women,Apparel,Outerwear,Jackets,Pink,Summer,2012.0,Casual,Elle Women Pink Jacket
51331.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Black-Rain-Jacket_0c500a1062558ed9e5d16dc967b548b3_images.jpg,51331,51331,Men,Apparel,Outerwear,Rain Jacket,Black,Summer,2015.0,Casual,Wildcraft Men Black Rain Cheater'13
36208.jpg,http://assets.myntassets.com/v1/images/style/properties/dcad707e099047b68f73ce6b3b4db441_images.jpg,36208,36208,Boys,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Gini Jony Boys Black Jacket
22608.jpg,http://assets.myntassets.com/v1/images/style/properties/6515a8ffd316829bf07b41f2b4f16f57_images.jpg,22608,22608,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Sports,Nike Men Solid Navy Blue Jacket
38154.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Black-Husky-Jacket_5daab3b42ad1fcb1f6756d0ccfae5a6f_images.jpg,38154,38154,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Wildcraft Men Black Husky Jacket
15626.jpg,http://assets.myntassets.com/v1/images/style/properties/55901a798aa416b1cc7644599bde090b_images.jpg,15626,15626,Men,Apparel,Outerwear,Jackets,Red,Fall,2011.0,Sports,Nike Men AS Manu Auth CL N98 Red Jackets
38992.jpg,http://assets.myntassets.com/v1/images/style/properties/be512bf2eb7d12c1a9e85b59240a505d_images.jpg,38992,38992,Boys,Apparel,Outerwear,Jackets,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jacket
23149.jpg,http://assets.myntassets.com/v1/images/style/properties/b3d98041f84c27fc3dfb21824e3f70be_images.jpg,23149,23149,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Quechua Men Warm Fleece Black Jacket
8477.jpg,http://assets.myntassets.com/v1/images/style/properties/e75a16a2e8eb40cf0a6e10df6cdab8ec_images.jpg,8477,8477,Women,Apparel,Outerwear,Jackets,Blue,Fall,2011.0,Casual,Forever New Women Washed Blue Jacket
27525.jpg,http://assets.myntassets.com/v1/images/style/properties/1f14ede253d98d3dc4a4152d01947453_images.jpg,27525,27525,Men,Apparel,Outerwear,Jackets,Olive,Summer,2012.0,Casual,Scullers Men Olive Jacket
4847.jpg,http://assets.myntassets.com/v1/images/style/properties/Adidas-Men-Revo-Black-Jacket_3c28255736779fd4dd663e07752032af_images.jpg,4847,4847,Men,Apparel,Outerwear,Jackets,Black,Summer,2011.0,Casual,ADIDAS Men Revo Black Jacket
1758.jpg,http://assets.myntassets.com/v1/images/style/properties/739cfc2b8d2072896399e9c6aef18884_images.jpg,1758,1758,Men,Apparel,Outerwear,Jackets,White,Fall,2010.0,Sports,Lotto Men White Collared Jacket
15014.jpg,http://assets.myntassets.com/v1/images/style/properties/fd98d1c78099daf1cf11d9f6f75ea0fc_images.jpg,15014,15014,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jackets
18961.jpg,http://assets.myntassets.com/v1/images/style/properties/f1b2f444357063575a4ebbb91db9412c_images.jpg,18961,18961,Women,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Jacket
57067.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Green-Retro-Jacket_1c8cfeee02e33761f02d203e30f6a05f_images.jpg,57067,57067,Women,Apparel,Outerwear,Jackets,Green,Summer,2012.0,Casual,Elle Women Green Retro Jacket
59131.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Brown-Jacket_22412439185611c7cb5fe0246ba41566_images.jpg,59131,59131,Men,Apparel,Outerwear,Jackets,Brown,Summer,2012.0,Casual,Just Natural Men Brown Jacket
12807.jpg,http://assets.myntassets.com/v1/images/style/properties/91971942b05169ac944800a6300a1184_images.jpg,12807,12807,Women,Apparel,Outerwear,Jackets,Pink,Fall,2011.0,Sports,Nike Women Hood Pink Jackets
17911.jpg,http://assets.myntassets.com/v1/images/style/properties/b6519f6758c28e42555fbc64561e795c_images.jpg,17911,17911,Women,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Nike Women Sptcas Black Jacket
9532.jpg,http://assets.myntassets.com/v1/images/style/properties/18c081d9a2f23f39c2880e81e3012245_images.jpg,9532,9532,Men,Apparel,Outerwear,Jackets,Orange,Fall,2011.0,Sports,Nike Men Summerized Wind Runner Orange Jackets
6783.jpg,http://assets.myntassets.com/v1/images/style/properties/70cab714e8f814c39d579daa1364910d_images.jpg,6783,6783,Men,Apparel,Outerwear,Jackets,Blue,Summer,2011.0,Casual,Timberland Men Cargo Stratham Hood Blue Jacket
20790.jpg,http://assets.myntassets.com/v1/images/style/properties/d29ccb832527c82a21037d8deb525dc0_images.jpg,20790,20790,Men,Apparel,Outerwear,Jackets,Blue,Fall,2011.0,Casual,Basics Men Blue Washed Jacket
15013.jpg,http://assets.myntassets.com/v1/images/style/properties/1c977c6adc0df7d318cf53acf4cd4ea9_images.jpg,15013,15013,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jackets
57069.jpg,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Charcoal-Waistcoat_90acdbfcebf892d7943bbf6b0496130a_images.jpg,57069,57069,Women,Apparel,Outerwear,Jackets,Charcoal,Summer,2012.0,Casual,Elle Women Charcoal Waistcoat
14309.jpg,http://assets.myntassets.com/v1/images/style/properties/388a1e459cf23ee143b72fc4e6b16bda_images.jpg,14309,14309,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Solid Navy Blue Jackets
18957.jpg,http://assets.myntassets.com/v1/images/style/properties/4b1d3ed96012502899582646e5aeb2db_images.jpg,18957,18957,Women,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Knitted Jacket
12809.jpg,http://assets.myntassets.com/v1/images/style/properties/646bc699896cc57d83117dd5c9affc6c_images.jpg,12809,12809,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Hood Black Jacket
15620.jpg,http://assets.myntassets.com/v1/images/style/properties/d1ffe646660fe0b2901794de7967ebb9_images.jpg,15620,15620,Men,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Sports,Nike Men AS Thermal Grey Jackets
36200.jpg,http://assets.myntassets.com/v1/images/style/properties/8f3abb6016a6df37508e7397a062fbb0_images.jpg,36200,36200,Boys,Apparel,Outerwear,Jackets,Red,Summer,2012.0,Casual,Gini Jony Boys Printed Red Jacket
11273.jpg,http://assets.myntassets.com/v1/images/style/properties/4c849a7014dacefdff80bb8b7ecb4d63_images.jpg,11273,11273,Men,Apparel,Outerwear,Jackets,Blue,Fall,2011.0,Casual,Nike Men  Blue Jacket
1530.jpg,http://assets.myntassets.com/v1/images/style/properties/470f495a596697306cc22fe87b8c5916_images.jpg,1530,1530,Men,Apparel,Outerwear,Jackets,Red,Fall,2010.0,Sports,Puma Men Ferrari Track Jacket
4848.jpg,http://assets.myntassets.com/v1/images/style/properties/9f11aaca8ff588180b097afa682cbefe_images.jpg,4848,4848,Men,Apparel,Outerwear,Jackets,Navy Blue,Summer,2011.0,Sports,ADIDAS Men Revo Navy White Jacket
15047.jpg,http://assets.myntassets.com/v1/images/style/properties/d589b2cc35d849be7fdb9c2ae1fc8bb1_images.jpg,15047,15047,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Sports,ADIDAS Kids Boys Solid Navy Blue Jackets
8478.jpg,http://assets.myntassets.com/v1/images/style/properties/d02da8fda6a0495027b99a35c99c29f6_images.jpg,8478,8478,Women,Apparel,Outerwear,Jackets,Blue,Fall,2011.0,Casual,Forever New Women Vintage Blue Jackets
38155.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Black-Husky-Sleeveless-Jacket_e50e20dea192c23f3bd52165d9316a98_images.jpg,38155,38155,Men,Apparel,Outerwear,Jackets,Black,Summer,2015.0,Casual,Wildcraft Men Black Husky Sleeveless Jacket
36209.jpg,http://assets.myntassets.com/v1/images/style/properties/7f098b0a65f0b568d64eef558ceb7b92_images.jpg,36209,36209,Boys,Apparel,Outerwear,Jackets,Grey,Summer,2012.0,Casual,Gini Jony Boys Grey Jacket
31161.jpg,http://assets.myntassets.com/v1/images/style/properties/c21198c696447ba6153a935980eca26e_images.jpg,31161,31161,Boys,Apparel,Outerwear,Blazers,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue Blazer
30611.jpg,http://assets.myntassets.com/v1/images/style/properties/6a2428461371b9107c73270a790b84ec_images.jpg,30611,30611,Men,Apparel,Outerwear,Jackets,Grey,Summer,2012.0,Sports,Nike Men Grey Jacket
3323.jpg,http://assets.myntassets.com/v1/images/style/properties/KKR-Mens-Fangear-Tee_446ccb02da172860b4b5f414c2da146d_images.jpg,3323,3323,Men,Apparel,Outerwear,Jackets,Blue,Summer,2011.0,Sports,KKR Mens Fangear Tee
22316.jpg,http://assets.myntassets.com/v1/images/style/properties/c71c07b73726aeb57a99253098d721c2_images.jpg,22316,22316,Men,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Casual,Wildcraft Men Solid Grey Jacket
17899.jpg,http://assets.myntassets.com/v1/images/style/properties/c36597788db92619a3e1604f2a8f8925_images.jpg,17899,17899,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Nike Men Casual Black Jacket
19332.jpg,http://assets.myntassets.com/v1/images/style/properties/6a1de000e6e8b90bbcf2dc0c97f2855d_images.jpg,19332,19332,Women,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jacket
13092.jpg,http://assets.myntassets.com/v1/images/style/properties/e7069112b004275bf247cfc8a503a606_images.jpg,13092,13092,Men,Apparel,Outerwear,Jackets,White,Fall,2011.0,Casual,ADIDAS Men Bnce T-Top White Jackets
24845.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Wind-Cheaters-Beige-Jacket_6879a7bf581960e209c5c1a729ee1be0_images.jpg,24845,24845,Men,Apparel,Outerwear,Jackets,Beige,Summer,2015.0,Casual,Wildcraft Men Wind Cheaters Beige Jacket
19335.jpg,http://assets.myntassets.com/v1/images/style/properties/66178d80787fd70559080577c33b7909_images.jpg,19335,19335,Men,Apparel,Outerwear,Jackets,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Jacket
16719.jpg,http://assets.myntassets.com/v1/images/style/properties/b9b4e179d2f824d6f65078fd01257c76_images.jpg,16719,16719,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Fila Men Solid Black Jacket
15962.jpg,http://assets.myntassets.com/v1/images/style/properties/e1992fa048f251411eb0c5150ad376b6_images.jpg,15962,15962,Men,Apparel,Outerwear,Jackets,Khaki,Fall,2011.0,Casual,Turtle Solid Men Khaki Jacket
17897.jpg,http://assets.myntassets.com/v1/images/style/properties/72305be170e0a6bf7edc2e5e3e0f8d21_images.jpg,17897,17897,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Football Soccer Black Jacket
15965.jpg,http://assets.myntassets.com/v1/images/style/properties/4a79f71d1230e2820641d34100768b4d_images.jpg,15965,15965,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Turtle Solid Men Black Jacket
22317.jpg,http://assets.myntassets.com/v1/images/style/properties/e102dca42d7effae04ec10704e81736d_images.jpg,22317,22317,Men,Apparel,Outerwear,Jackets,Khaki,Fall,2011.0,Casual,Wildcraft Men Solid Khaki Jacket
19394.jpg,http://assets.myntassets.com/v1/images/style/properties/1841d4b78e6aaddf780bf831238fcb90_images.jpg,19394,19394,Men,Apparel,Outerwear,Jackets,Blue,Summer,2011.0,Casual,ADIDAS Men Solid Blue Jacket
2031.jpg,http://assets.myntassets.com/v1/images/style/properties/44f7ddec153913c5ac5948cb8024b313_images.jpg,2031,2031,Men,Apparel,Outerwear,Jackets,Black,Fall,2010.0,Sports,ADIDAS Men Collared Track Jacket
15964.jpg,http://assets.myntassets.com/v1/images/style/properties/8a4d385e10cbd3f62db26a8de6c09684_images.jpg,15964,15964,Men,Apparel,Outerwear,Jackets,Khaki,Fall,2011.0,Casual,Turtle Solid Men Khaki Jacket
58507.jpg,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Coffee-Brown-Shrug_b95e9db3c0faf2004bc29f8268b71385_images.jpg,58507,58507,Women,Apparel,Outerwear,Shrug,White,Summer,2012.0,Casual,Tonga Women Coffee Brown Shrug
15963.jpg,http://assets.myntassets.com/v1/images/style/properties/d58a89ac0709e6ebadf9d34011ff01e2_images.jpg,15963,15963,Men,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Casual,Turtle Solid Men Black Jacket
19334.jpg,http://assets.myntassets.com/v1/images/style/properties/0c14b12a65b1be04765b60c2d40501fe_images.jpg,19334,19334,Men,Apparel,Outerwear,Jackets,Maroon,Fall,2011.0,Casual,United Colors of Benetton Men Check Maroon Jacket
1622.jpg,http://assets.myntassets.com/v1/images/style/properties/d545d737b2b2dcf7cee2145263e7c850_images.jpg,1622,1622,Men,Apparel,Outerwear,Jackets,Navy Blue,Summer,2016.0,Casual,Reebok Navy Knit Rib Jacket
52034.jpg,http://assets.myntassets.com/v1/images/style/properties/ac5c28e530f721765838ad4b01e25b50_images.jpg,52034,52034,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Unisex Black Jacket
17898.jpg,http://assets.myntassets.com/v1/images/style/properties/64657e380930cfbd2280c5fb80e6d1b2_images.jpg,17898,17898,Men,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Casual,Nike Men Casual Grey Jacket
19333.jpg,http://assets.myntassets.com/v1/images/style/properties/53b6f0bc86a1fad24287fc5eda84bd60_images.jpg,19333,19333,Women,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Jacket
20208.jpg,http://assets.myntassets.com/v1/images/style/properties/b139404320faa9144737d363489010d1_images.jpg,20208,20208,Women,Apparel,Outerwear,Jackets,Purple,Fall,2011.0,Casual,Wrangler Women Solid Purple Jacket
19341.jpg,http://assets.myntassets.com/v1/images/style/properties/4e91b4f4b6ebc15f35a08e858e6ba55f_images.jpg,19341,19341,Men,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Blazer Jacket
18491.jpg,http://assets.myntassets.com/v1/images/style/properties/b64372445eaa7fbeef2fa9d03de84249_images.jpg,18491,18491,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Sideline Black Jacket
46412.jpg,http://assets.myntassets.com/v1/images/style/properties/b5455e56dae2bd9a9d35cdfca585c968_images.jpg,46412,46412,Men,Apparel,Outerwear,Jackets,White,Summer,2012.0,Sports,ADIDAS Men White & Blue Jacket
27845.jpg,http://assets.myntassets.com/v1/images/style/properties/Scullers-For-Her-Black-Blazer_ae836af5298ed3aa98da6e2f1c84c5cb_images.jpg,27845,27845,Women,Apparel,Outerwear,Blazers,Black,Summer,2012.0,Formal,Scullers For Her Black Blazer
6877.jpg,http://assets.myntassets.com/v1/images/style/properties/46865de014e1d23bd0caa36f0c600726_images.jpg,6877,6877,Women,Apparel,Outerwear,Jackets,Pink,Summer,2011.0,Casual,Forever New Women Soft Magnolia Pink Jacket
58526.jpg,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Men-Blue-Rain-Jacket_89f522d43adb72593213141254413ff4_images.jpg,58526,58526,Men,Apparel,Outerwear,Rain Jacket,Blue,Summer,2015.0,Casual,Wildcraft Men Blue Rain Jacket
31743.jpg,http://assets.myntassets.com/v1/images/style/properties/b84ff60e9a3642237a53b4bf92652fcd_images.jpg,31743,31743,Men,Apparel,Outerwear,Blazers,Olive,Summer,2012.0,Formal,Reid & Taylor Men Semi Formal Olive Blazer
52023.jpg,http://assets.myntassets.com/v1/images/style/properties/d7d0cd15ba1316fa38fb6cab7f2cd228_images.jpg,52023,52023,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Travel,Just Natural Unisex Black Photographers Jacket
6884.jpg,http://assets.myntassets.com/v1/images/style/properties/c74750161d95edf6413579fafb71d277_images.jpg,6884,6884,Women,Apparel,Outerwear,Jackets,Cream,Summer,2011.0,Casual,Forever New Women Ivory Cream Jacket
17629.jpg,http://assets.myntassets.com/v1/images/style/properties/f80689cc3cd0d110daf114cbd23b00a6_images.jpg,17629,17629,Men,Apparel,Outerwear,Jackets,Blue,Fall,2011.0,Casual,ADIDAS Men Solid Blue Jacket
18205.jpg,http://assets.myntassets.com/v1/images/style/properties/060c0ddcc73df0c451fba57fbffe3b77_images.jpg,18205,18205,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Casual,Probase Men Solid Navy Blue Jacket
12532.jpg,http://assets.myntassets.com/v1/images/style/properties/0bf90e10c420094757095e91511f061e_images.jpg,12532,12532,Women,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Puma Women Solid Black Jackets
19340.jpg,http://assets.myntassets.com/v1/images/style/properties/ca38dce260d82c845657e8605e46ea8f_images.jpg,19340,19340,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Jacket
15321.jpg,http://assets.myntassets.com/v1/images/style/properties/33c8ee1655c65f027d7b5bfffd977926_images.jpg,15321,15321,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,Nike Men Solid Black Jackets
31729.jpg,http://assets.myntassets.com/v1/images/style/properties/b9f4bd6c8d2130f2dff55251b41d1d62_images.jpg,31729,31729,Men,Apparel,Outerwear,Blazers,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Blazer
15319.jpg,http://assets.myntassets.com/v1/images/style/properties/6df9c38a699bdf673184b3668f5d853e_images.jpg,15319,15319,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Casual,Nike Men Solid Navy Blue Jackets
1658.jpg,http://assets.myntassets.com/v1/images/style/properties/98d1ecda8009cf20a7562055f7796639_images.jpg,1658,1658,Men,Apparel,Outerwear,Jackets,Blue,Fall,2012.0,Sports,Nike Men Windrunner Blue Jacket
7769.jpg,http://assets.myntassets.com/v1/images/style/properties/3c90ed29d9f355c8828217e93b33d24d_images.jpg,7769,7769,Men,Apparel,Outerwear,Jackets,Red,Summer,2011.0,Sports,Nike Men FFF N98 Red Jacket
17628.jpg,http://assets.myntassets.com/v1/images/style/properties/356e4893851cb25f6a9fba5b6cb138c1_images.jpg,17628,17628,Men,Apparel,Outerwear,Jackets,Charcoal,Fall,2011.0,Casual,ADIDAS Men Solid Grey Jacket
12533.jpg,http://assets.myntassets.com/v1/images/style/properties/94a9ca70d927c33ac0da130467c33e15_images.jpg,12533,12533,Women,Apparel,Outerwear,Jackets,Purple,Fall,2011.0,Casual,Puma Women Solid Purple Jackets
6882.jpg,http://assets.myntassets.com/v1/images/style/properties/c4a3f84e57ff901eb8d6013533e71bd8_images.jpg,6882,6882,Women,Apparel,Outerwear,Jackets,Cream,Summer,2011.0,Casual,Forever New Women Long Peach Jacket
6876.jpg,http://assets.myntassets.com/v1/images/style/properties/8a580ce568940db620c3ccc860670f7b_images.jpg,6876,6876,Women,Apparel,Outerwear,Jackets,Peach,Summer,2011.0,Casual,Forever New Women Peach Jacket
31742.jpg,http://assets.myntassets.com/v1/images/style/properties/6a4ba6f42c04311003248ed463d694d7_images.jpg,31742,31742,Men,Apparel,Outerwear,Blazers,Black,Summer,2012.0,Formal,Reid & Taylor Men Semi Formal Black Blazer
22363.jpg,http://assets.myntassets.com/v1/images/style/properties/75d4d1a2c57b0160dd5076d01e49f4a8_images.jpg,22363,22363,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Ess 3S Rain Jkt Navy Blue Jacket
17626.jpg,http://assets.myntassets.com/v1/images/style/properties/20bc94bec9307d938e513f430c2b4396_images.jpg,17626,17626,Men,Apparel,Outerwear,Jackets,White,Fall,2011.0,Sports,ADIDAS Men Solid White Jacket
6878.jpg,http://assets.myntassets.com/v1/images/style/properties/a9a9fa466c67e157b5f031e8a6d245c5_images.jpg,6878,6878,Women,Apparel,Outerwear,Jackets,Blue,Summer,2011.0,Casual,Forever New Women Long Blue Jacket
31317.jpg,http://assets.myntassets.com/v1/images/style/properties/9eec57e004c65258d24e06159d921fb0_images.jpg,31317,31317,Women,Apparel,Outerwear,Jackets,Teal,Summer,2012.0,Casual,W Women Teal Jacket
14310.jpg,http://assets.myntassets.com/v1/images/style/properties/5f6a2965ca6a44c9a70d79db570fca93_images.jpg,14310,14310,Men,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Casual,ADIDAS Men Solid Grey Jackets
18985.jpg,http://assets.myntassets.com/v1/images/style/properties/81f29a0c47fc6d126cc59aa7c719dbd8_images.jpg,18985,18985,Men,Apparel,Outerwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Originals Men ST FB Track Top White Jacket
19857.jpg,http://assets.myntassets.com/v1/images/style/properties/e849a1fa9293dcf98ff2527936beb276_images.jpg,19857,19857,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Reversible Navy Blue Jacket
16211.jpg,http://assets.myntassets.com/v1/images/style/properties/bc232dd59986eb6e7908ed7779d5171a_images.jpg,16211,16211,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,Puma Men Track Black Jackets
15004.jpg,http://assets.myntassets.com/v1/images/style/properties/35eff2c41649da7b30a80d40be244510_images.jpg,15004,15004,Men,Apparel,Outerwear,Jackets,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Jackets
59119.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Black-Jacket_d0a0270ce5917d8a03e3ccde9969e7a4_images.jpg,59119,59119,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Jacket
59126.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Navy-Blue-Jacket_3c8bff8c9d0489f5a72adf10351358ef_images.jpg,59126,59126,Men,Apparel,Outerwear,Jackets,Navy Blue,Summer,2012.0,Casual,Just Natural Men Navy Blue & Black Reversible Jacket
17901.jpg,http://assets.myntassets.com/v1/images/style/properties/9af433c12471f91dfe49ec1cff81a8d1_images.jpg,17901,17901,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Football Soccer Black Jacket
59121.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Black-Jacket_2db64405ffbdd1f67ee37f5451b6f181_images.jpg,59121,59121,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Jacket
7683.jpg,http://assets.myntassets.com/v1/images/style/properties/c082b38fe31dd8411ee895aeae3083f2_images.jpg,7683,7683,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,Puma Men Windbreaker Black Ferrari Jacket
18518.jpg,http://assets.myntassets.com/v1/images/style/properties/660d9aec62b749bce5a14a5854f22716_images.jpg,18518,18518,Men,Apparel,Outerwear,Jackets,Navy Blue,Fall,2011.0,Casual,C Vox Men Delirious Disclosure Navy Blue Jacket
59128.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Olive-Jacket_04c8b64fdda0d6548bfc5e3e07aaf955_images.jpg,59128,59128,Men,Apparel,Outerwear,Jackets,Olive,Summer,2012.0,Casual,Just Natural Men Olive Jacket
4462.jpg,http://assets.myntassets.com/v1/images/style/properties/81deb362fe4b0c479006dfbe44531aa7_images.jpg,4462,4462,Men,Apparel,Outerwear,Jackets,Black,Summer,2011.0,Sports,Nike Men Track Black Jacket
13104.jpg,http://assets.myntassets.com/v1/images/style/properties/24da54dd8d0c0cef57ff488c8fdbfe22_images.jpg,13104,13104,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,ADIDAS Men Bnce T-Top Black Jackets
16220.jpg,http://assets.myntassets.com/v1/images/style/properties/91d1d1b7b574a84a06582a73d736dd3a_images.jpg,16220,16220,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Sports,Puma Men Heroes Black Jackets
59117.jpg,http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Black-Jacket_40287995d6d7ef756f4bb0c7aa12ee79_images.jpg,59117,59117,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black & Grey Reversible Jacket
39496.jpg,http://assets.myntassets.com/v1/images/style/properties/9eb0fd864d2867e9bf8151f3c5697d16_images.jpg,39496,39496,Men,Apparel,Outerwear,Jackets,Black,Summer,2012.0,Casual,Wildcraft Men Black Jacket
19859.jpg,http://assets.myntassets.com/v1/images/style/properties/55d03eb729b2a0b077ed7c78c5d0166a_images.jpg,19859,19859,Men,Apparel,Outerwear,Jackets,Olive,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Olive Jacket
19861.jpg,http://assets.myntassets.com/v1/images/style/properties/81e42e8ac8079b57452a0a0e71a3c0a2_images.jpg,19861,19861,Men,Apparel,Outerwear,Jackets,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Jackets
